DOID_7187.txt	NO_DEFINITION
DOID_13454.txt	NO_DEFINITION
DOID_0110469.txt	0	OverallSentimentClass:Negative	VeryPositive:2.0	Positive:7.0	Neutral:23.0	Negative:57.0	VeryNegative:11.0
DOID_4928.txt	NO_DEFINITION
DOID_4678.txt	NO_DEFINITION
DOID_0050588.txt	0	OverallSentimentClass:Negative	VeryPositive:2.0	Positive:3.0	Neutral:19.0	Negative:57.0	VeryNegative:18.0
DOID_5345.txt	NO_DEFINITION
DOID_0060808.txt	0	OverallSentimentClass:Negative	VeryPositive:2.0	Positive:2.0	Neutral:19.0	Negative:56.0	VeryNegative:21.0
DOID_4347.txt	NO_DEFINITION
DOID_0110796.txt	0	OverallSentimentClass:Negative	VeryPositive:2.0	Positive:4.0	Neutral:23.0	Negative:60.0	VeryNegative:12.0
DOID_6707.txt	NO_DEFINITION
DOID_0060065.txt	0	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:2.0	Neutral:10.0	Negative:64.0	VeryNegative:23.0
DOID_0110232.txt	0	OverallSentimentClass:Neutral	VeryPositive:2.0	Positive:13.0	Neutral:50.0	Negative:30.0	VeryNegative:4.0
DOID_0050614.txt	0	OverallSentimentClass:Negative	VeryPositive:3.0	Positive:8.0	Neutral:24.0	Negative:55.0	VeryNegative:11.0
DOID_3819.txt	0	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:1.0	Neutral:13.0	Negative:48.0	VeryNegative:36.0
DOID_8646.txt	NO_DEFINITION
DOID_0050254.txt	0	OverallSentimentClass:Negative	VeryPositive:3.0	Positive:4.0	Neutral:12.0	Negative:61.0	VeryNegative:20.0
DOID_0050254.txt	1	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:1.0	Neutral:13.0	Negative:51.0	VeryNegative:34.0
DOID_0090077.txt	0	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:2.0	Neutral:22.0	Negative:60.0	VeryNegative:15.0
DOID_0080036.txt	0	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:3.0	Neutral:22.0	Negative:57.0	VeryNegative:17.0
DOID_0080797.txt	0	OverallSentimentClass:Negative	VeryPositive:6.0	Positive:13.0	Neutral:23.0	Negative:40.0	VeryNegative:18.0
DOID_13794.txt	NO_DEFINITION
DOID_0060581.txt	0	OverallSentimentClass:Negative	VeryPositive:5.0	Positive:12.0	Neutral:17.0	Negative:52.0	VeryNegative:13.0
DOID_7969.txt	NO_DEFINITION
DOID_4376.txt	0	OverallSentimentClass:Negative	VeryPositive:2.0	Positive:6.0	Neutral:27.0	Negative:56.0	VeryNegative:9.0
DOID_8912.txt	0	OverallSentimentClass:Very negative	VeryPositive:1.0	Positive:1.0	Neutral:6.0	Negative:25.0	VeryNegative:67.0
DOID_10193.txt	0	OverallSentimentClass:Negative	VeryPositive:2.0	Positive:4.0	Neutral:17.0	Negative:55.0	VeryNegative:22.0
DOID_0110915.txt	0	OverallSentimentClass:Negative	VeryPositive:2.0	Positive:6.0	Neutral:24.0	Negative:56.0	VeryNegative:11.0
DOID_3703.txt	0	OverallSentimentClass:Negative	VeryPositive:5.0	Positive:13.0	Neutral:17.0	Negative:52.0	VeryNegative:13.0
DOID_12397.txt	NO_DEFINITION
DOID_5714.txt	NO_DEFINITION
DOID_0050025.txt	0	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:1.0	Neutral:13.0	Negative:54.0	VeryNegative:30.0
DOID_0050025.txt	1	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:0.0	Neutral:9.0	Negative:47.0	VeryNegative:44.0
DOID_12003.txt	0	OverallSentimentClass:Neutral	VeryPositive:5.0	Positive:19.0	Neutral:36.0	Negative:33.0	VeryNegative:7.0
DOID_0110230.txt	0	OverallSentimentClass:Negative	VeryPositive:2.0	Positive:10.0	Neutral:38.0	Negative:43.0	VeryNegative:7.0
DOID_14482.txt	0	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:1.0	Neutral:11.0	Negative:48.0	VeryNegative:39.0
DOID_3345.txt	0	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:1.0	Neutral:13.0	Negative:67.0	VeryNegative:18.0
DOID_0110236.txt	0	OverallSentimentClass:Negative	VeryPositive:2.0	Positive:4.0	Neutral:16.0	Negative:64.0	VeryNegative:14.0
DOID_0050489.txt	0	OverallSentimentClass:Negative	VeryPositive:2.0	Positive:6.0	Neutral:31.0	Negative:52.0	VeryNegative:8.0
DOID_0060848.txt	0	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:1.0	Neutral:14.0	Negative:48.0	VeryNegative:36.0
DOID_0070092.txt	0	OverallSentimentClass:Negative	VeryPositive:2.0	Positive:5.0	Neutral:14.0	Negative:63.0	VeryNegative:15.0
DOID_1325.txt	0	OverallSentimentClass:Neutral	VeryPositive:5.0	Positive:18.0	Neutral:37.0	Negative:34.0	VeryNegative:7.0
DOID_0111642.txt	0	OverallSentimentClass:Negative	VeryPositive:2.0	Positive:5.0	Neutral:26.0	Negative:56.0	VeryNegative:11.0
DOID_0060576.txt	0	OverallSentimentClass:Negative	VeryPositive:2.0	Positive:2.0	Neutral:12.0	Negative:67.0	VeryNegative:17.0
DOID_4467.txt	0	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:6.0	Neutral:43.0	Negative:44.0	VeryNegative:5.0
DOID_1826.txt	0	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:1.0	Neutral:9.0	Negative:45.0	VeryNegative:44.0
DOID_7169.txt	NO_DEFINITION
DOID_5712.txt	NO_DEFINITION
DOID_0080457.txt	0	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:2.0	Neutral:16.0	Negative:53.0	VeryNegative:28.0
DOID_0080463.txt	0	OverallSentimentClass:Negative	VeryPositive:1.0	Positive:1.0	Neutral:13.0	Negative:48.0	VeryNegative:37.0
DOID_9108.txt	0	OverallSentimentClass:Negative	VeryPositive:3.0	Positive:10.0	Neutral:27.0	Negative:50.0	VeryNegative:10.0
DOID_10913.txt	NO_DEFINITION
