DO_iri	DO_ontology	DO_label	DO_VeryPositive	DO_Positive	DO_Neutral	DO_Negative	DO_VeryNegative	DO_count	MESH_iri	MESH_ontology	MESH_label	MESH_VeryPositive	MESH_Positive	MESH_Neutral	MESH_Negative	MESH_VeryNegative	MESH_count
http://purl.obolibrary.org/obo/DOID_4376	DOID	milk allergy	1.3333333333333333	6.0	39.0	48.0	6.333333333333333	3http://purl.bioontology.org/ontology/MESH/D016269	MESH	Milk Hypersensitivity	2.0	10.0	36.0	45.0	7.0	1
http://purl.obolibrary.org/obo/DOID_3345	DOID	xanthomatosis	4.5	15.0	24.0	43.0	14.0	2http://purl.bioontology.org/ontology/MESH/D014973	MESH	Xanthomatosis	3.3333333333333335	15.666666666666666	26.0	43.666666666666664	10.666666666666666	1
http://purl.obolibrary.org/obo/DOID_4467	DOID	clear cell renal cell carcinoma	1.0	6.0	43.0	44.0	5.0	1http://purl.bioontology.org/ontology/MESH/D002292	MESH	Carcinoma, Renal Cell	1.0	3.0	20.5	62.0	13.5	1
http://purl.obolibrary.org/obo/DOID_1826	DOID	epilepsy	1.7541436464088398	3.046961325966851	15.679558011049723	53.79281767955801	25.756906077348066	181http://purl.bioontology.org/ontology/MESH/D004827	MESH	Epilepsy	2.5666666666666664	6.161458333333333	21.948958333333334	54.10104166666667	15.257291666666667	16
http://purl.obolibrary.org/obo/DOID_6050	DOID	esophageal disease	4.392857142857143	11.214285714285714	22.285714285714285	47.642857142857146	14.821428571428571	14http://purl.bioontology.org/ontology/MESH/D004935	MESH	Esophageal Diseases	3.245614035087719	8.100877192982455	25.166666666666668	49.3421052631579	14.131578947368421	19
http://purl.obolibrary.org/obo/DOID_4959	DOID	epidermolysis bullosa dystrophica	1.6666666666666667	3.6111111111111107	14.833333333333334	51.666666666666664	28.38888888888889	6http://purl.bioontology.org/ontology/MESH/D016108	MESH	Epidermolysis Bullosa Dystrophica	2.0	13.0	26.0	47.333333333333336	12.333333333333334	1
http://purl.obolibrary.org/obo/DOID_5679	DOID	retinal disease	1.6641414141414141	4.5353535353535355	20.67676767676768	57.81060606060606	15.484848484848484	198http://purl.bioontology.org/ontology/MESH/D012164	MESH	Retinal Diseases	2.726190476190476	9.99702380952381	23.550595238095237	49.01488095238095	14.630952380952381	28
http://purl.obolibrary.org/obo/DOID_0050473	DOID	Alstrom syndrome	2.5	6.5	20.5	58.5	12.0	1http://purl.bioontology.org/ontology/MESH/D056769	MESH	Alstrom Syndrome	3.25	15.0	18.0	46.0	17.75	1
http://purl.obolibrary.org/obo/DOID_799	DOID	varicose veins	2.75	8.75	23.25	52.75	12.5	4http://purl.bioontology.org/ontology/MESH/D014648	MESH	Varicose Veins	2.0	6.0	34.0	51.0	7.5	2
http://purl.obolibrary.org/obo/DOID_10652	DOID	Alzheimer's disease	1.8	4.75	21.05	57.9	14.45	20http://purl.bioontology.org/ontology/MESH/D000544	MESH	Alzheimer Disease	1.25	2.75	20.0	59.75	16.0	1
http://purl.obolibrary.org/obo/DOID_9784	DOID	trichinosis	2.5	5.25	15.25	54.25	22.75	1http://purl.bioontology.org/ontology/MESH/D014235	MESH	Trichinellosis	6.25	21.75	24.0	39.0	9.25	1
http://purl.obolibrary.org/obo/DOID_1176	DOID	bronchial disease	2.8979591836734695	7.469387755102041	20.068027210884356	50.44897959183673	18.99659863945578	49http://purl.bioontology.org/ontology/MESH/D001982	MESH	Bronchial Diseases	3.3153333333333332	11.315333333333333	26.710666666666672	45.49866666666666	13.092666666666664	25
http://purl.obolibrary.org/obo/DOID_9778	DOID	irritable bowel syndrome	1.0	1.0	11.0	57.0	30.0	1http://purl.bioontology.org/ontology/MESH/D043183	MESH	Irritable Bowel Syndrome	1.0	3.5	21.5	54.0	20.0	1
http://purl.obolibrary.org/obo/DOID_0111044	DOID	gray platelet syndrome	1.0	1.0	17.0	52.0	29.0	1http://purl.bioontology.org/ontology/MESH/D055652	MESH	Gray Platelet Syndrome	2.5	5.5	16.5	57.0	18.5	1
http://purl.obolibrary.org/obo/DOID_14755	DOID	argininosuccinic aciduria	2.0	2.0	11.0	58.0	28.0	1http://purl.bioontology.org/ontology/MESH/D056807	MESH	Argininosuccinic Aciduria	2.25	7.5	19.75	49.25	21.75	1
http://purl.obolibrary.org/obo/DOID_2272	DOID	vulvovaginal candidiasis	2.5	9.0	25.0	52.5	10.5	1http://purl.bioontology.org/ontology/MESH/D002181	MESH	Candidiasis, Vulvovaginal	3.0	10.0	31.0	47.0	8.0	1
http://purl.obolibrary.org/obo/DOID_12241	DOID	beta thalassemia	1.4166666666666667	3.5	21.833333333333332	57.583333333333336	15.5	6http://purl.bioontology.org/ontology/MESH/D017086	MESH	beta-Thalassemia	1.0	2.0	21.5	58.5	17.5	1
http://purl.obolibrary.org/obo/DOID_5204	DOID	fructose-1,6-bisphosphatase deficiency	1.0	1.0	10.0	64.0	25.0	1http://purl.bioontology.org/ontology/MESH/D015319	MESH	Fructose-1,6-Diphosphatase Deficiency	1.6	4.4	20.8	56.6	16.4	1
http://purl.obolibrary.org/obo/DOID_8771	DOID	contagious pustular dermatitis	6.5	23.0	16.5	31.0	22.5	1http://purl.bioontology.org/ontology/MESH/D004474	MESH	Ecthyma, Contagious	18.0	52.0	15.0	11.5	4.0	1
http://purl.obolibrary.org/obo/DOID_4926	DOID	bronchiolo-alveolar adenocarcinoma	3.0	7.0	16.75	55.0	18.25	4http://purl.bioontology.org/ontology/MESH/D002282	MESH	Adenocarcinoma, Bronchiolo-Alveolar	2.1666666666666665	8.666666666666666	30.0	48.333333333333336	10.833333333333334	1
http://purl.obolibrary.org/obo/DOID_0050476	DOID	Barth syndrome	2.0	2.0	10.0	58.0	30.0	1http://purl.bioontology.org/ontology/MESH/D056889	MESH	Barth Syndrome	6.0	22.25	19.75	40.5	11.25	1
http://purl.obolibrary.org/obo/DOID_0050459	DOID	hyperphosphatemia	1.0	1.0	15.0	49.0	34.0	1http://purl.bioontology.org/ontology/MESH/D054559	MESH	Hyperphosphatemia	5.0	8.0	15.0	53.0	20.0	1
http://purl.obolibrary.org/obo/DOID_9423	DOID	blepharitis	2.5	5.333333333333333	16.166666666666668	56.5	19.666666666666668	6http://purl.bioontology.org/ontology/MESH/D001762	MESH	Blepharitis	2.0	17.0	60.0	18.0	3.0	1
